Rank,Team,Player,Fantsy Position,ADP,Bye,Age,1yr. Proj,3yr. Proj,5yr. Proj,10yr. Proj,DS Analysis,3D Value +
655,WAS,Dorance Armstrong,DL,N/A,12,28.8,0,202.00,273.00,380.00,"",-4.90
656,NE,Milton Williams,DL,N/A,14,27,0,190.00,299.00,431.00,"",-4.90
657,NE,Marcus Jones,DB,N/A,14,27.4,0,282.00,447.00,736.00,"",-4.90
658,RK,John Michael Gyllenborg,TE,366.04,18,23.2,0,77.00,131.00,244.00,"Gyllenborg flashed as a receiving weapon for Wyoming in 2024, going 30-425-3. He dealt with injuries in 2025, taking a step back, but Gyllenborg would be a receiving TE who could emerge with opportunity.",-4.90
659,NYJ,Jeremy Ruckert,TE,71.05,9,25.7,0,86.00,137.00,238.00,"Ruckert signed a new deal to stay with the Jets in December. He projects as the No. 2 TE behind second-year man Mason Taylor.",-4.90
660,ATL,Zach Harrison,DL,N/A,5,24.7,0,173.00,285.00,470.00,"",-5.00
661,SEA,Jason Myers,K,328.08,8,34.9,0,355.00,558.00,988.00,"",-5.20
662,NYG,Tyler Nubin,DB,N/A,14,24.8,0,278.00,446.00,770.00,"",-5.20
663,CHI,Dayo Odeyingbo,DL,N/A,5,26.5,0,185.00,289.00,413.00,"",-5.20
664,CAR,Jaycee Horn,DB,N/A,14,26.3,0,279.00,438.00,736.00,"",-5.20
665,DET,Derrick Barnes,LB,N/A,8,26.8,0,230.00,361.00,594.00,"",-5.20
666,IND,Ahmad Gardner,DB,N/A,11,24.6,0,274.00,433.00,749.00,"",-5.30
667,MIN,Josh Metellus,DB,N/A,6,28.2,0,279.00,428.00,655.00,"",-5.40
668,NYG,Jason Sanders,K,234.03,14,30.4,0,342.00,551.00,1016.00,"",-5.60
669,GB,Karl Brooks,DL,N/A,5,25.9,0,180.00,283.00,453.00,"",-5.60
670,NE,Harold Landry,DL,N/A,14,29.8,0,248.00,322.00,466.00,"",-5.80
671,TB,Zyon McCollum,DB,N/A,9,26.9,0,270.00,418.00,690.00,"",-5.80
672,NE,CJ Dippre,TE,390.03,14,23.9,0,90.00,146.00,262.00,"Dippre transferred out of Maryland ahead of the 2023 season. He chose Alabama over Ohio State in the transfer portal, although big-time production never followed (32 catches, 441 yards, and 0 TDs over the past two seasons). Dippre ultimately checks boxes for size and play strength, although he went undrafted in 2025. He was held without a catch as a rookie. ",-5.80
673,SEA,Derick Hall,DL,N/A,8,25.1,0,169.00,285.00,466.00,"",-5.90
674,LAR,Emmanuel Forbes,DB,N/A,8,25.3,0,274.00,426.00,734.00,"",-5.90
675,CIN,DJ Turner II,DB,N/A,10,25.4,0,272.00,423.00,730.00,"",-5.90
676,HOU,Jalen Pitre,DB,N/A,6,26.8,0,270.00,418.00,673.00,"",-6.00
677,DET,D.J. Reed,DB,N/A,8,29.4,0,272.00,420.00,623.00,"",-6.00
678,LAC,Tarheeb Still,DB,N/A,12,23.8,0,272.00,433.00,764.00,"",-6.10
679,DET,Alim McNeill,DL,N/A,8,25.9,0,173.00,272.00,434.00,"",-6.20
680,MIN,Byron Murphy,DB,N/A,6,28.3,0,276.00,434.00,677.00,"",-6.20
681,HOU,Logan Hall,DL,N/A,6,25.9,0,181.00,286.00,456.00,"",-6.30
682,NYJ,Brandon Stephens,DB,N/A,9,28.3,0,272.00,428.00,667.00,"",-6.30
683,TEN,Jermaine Johnson,DL,N/A,10,27.3,0,223.00,346.00,495.00,"",-6.40
684,SF,Renardo Green,DB,N/A,14,25.4,0,265.00,413.00,707.00,"",-6.40
685,CLE,Alex Wright,DL,N/A,9,25.6,0,169.00,278.00,424.00,"",-6.60
686,CIN,Daxton Hill,DB,N/A,10,25.5,0,259.00,412.00,693.00,"",-6.60
687,WAS,Daron Payne,DL,N/A,12,28.8,0,178.00,264.00,367.00,"",-6.70
688,SF,Upton Stout,DB,N/A,14,24.3,0,270.00,429.00,758.00,"",-6.80
689,LVR,Isaiah Pola-Mao,DB,N/A,8,26.8,0,272.00,421.00,677.00,"",-6.80
690,PIT,Jack Sawyer,DL,N/A,5,23.9,0,160.00,268.00,480.00,"",-6.80
691,BUF,Geno Stone,DB,N/A,7,27,0,279.00,431.00,694.00,"",-6.90
692,TEN,Amani Hooker,DB,N/A,10,27.8,0,271.00,417.00,638.00,"",-6.90
693,JAC,Antonio Johnson,DB,N/A,8,24.4,0,270.00,444.00,795.00,"",-6.90
694,TEN,John Franklin-Myers,DL,N/A,10,29.5,0,182.00,237.00,343.00,"",-7.10
695,CHI,Coby Bryant,DB,N/A,5,27,0,268.00,415.00,667.00,"",-7.30
696,PIT,Chris Boswell,K,349.12,5,35.1,0,353.00,555.00,982.00,"",-7.60
697,CIN,Jonathan Allen,DL,N/A,10,31.3,0,172.00,227.00,320.00,"",-7.60
698,DEN,Justin Strnad,LB,N/A,12,29.6,0,218.00,327.00,484.00,"",-7.70
699,SF,Dee Winters,LB,N/A,14,25.5,0,224.00,360.00,632.00,"",-7.80
700,ARI,Budda Baker,DB,N/A,8,30.3,0,270.00,393.00,562.00,"",-8.10
701,IND,Camryn Bynum,DB,N/A,11,27.8,0,268.00,413.00,631.00,"",-8.20
702,BUF,Bradley Chubb,DL,N/A,7,29.8,0,222.00,289.00,417.00,"",-8.30
703,CLE,Maliek Collins,DL,N/A,9,31,0,167.00,221.00,310.00,"",-8.50
704,SF,Deommodore Lenoir,DB,N/A,14,26.5,0,269.00,414.00,700.00,"",-8.50
705,DEN,Ja'Quan McMillian,DB,N/A,12,25.8,0,270.00,416.00,703.00,"",-8.60
706,SF,Mykel Williams,DL,N/A,14,21.8,0,140.00,240.00,479.00,"",-8.70
707,CIN,B.J. Hill,DL,N/A,10,30.9,0,166.00,219.00,308.00,"",-8.70
708,RK,RJ Maryland,TE,N/A,18,21.8,0,56.00,103.00,201.00,"Maryland is a receiving first TE who had consistent production over his four years at SMU. Though he won't test very well, Maryland could make a fantasy impact if he receives playing time.",-8.70
709,DAL,Jalen Thompson,DB,N/A,10,27.8,0,260.00,400.00,611.00,"",-8.80
710,SF,Sam Okuayinonu,DL,N/A,14,27.9,0,163.00,234.00,328.00,"",-8.90
711,NO,Pete Werner,LB,N/A,11,27.8,0,215.00,333.00,531.00,"",-8.90
712,LAR,Omar Speights,LB,N/A,8,25.1,0,201.00,324.00,598.00,"",-9.10
713,TB,Vita Vea,DL,N/A,9,31.2,0,157.00,207.00,292.00,"",-9.30
714,SEA,Leonard Williams,DL,N/A,8,31.8,0,128.00,167.00,249.00,"",-9.30
715,WAS,Jartavius Martin,DB,N/A,12,26,0,261.00,408.00,678.00,"",-9.50
716,WAS,K'Lavon Chaisson,LB,N/A,12,26.7,0,221.00,343.00,490.00,"",-9.50
717,NYJ,Harrison Phillips,DL,N/A,9,30.2,0,152.00,211.00,295.00,"",-9.70
718,IND,Grover Stewart,DL,N/A,11,32.4,0,152.00,197.00,292.00,"",-9.70
719,TEN,Cor'Dale Flott,DB,N/A,10,24.6,0,251.00,397.00,694.00,"",-9.90
720,SF,Ji'ayir Brown,DB,N/A,14,26.2,0,247.00,387.00,642.00,"",-10.20
721,PIT,Jamel Dean,DB,N/A,5,29.5,0,251.00,387.00,574.00,"",-10.20
722,CIN,Bryan Cook,DB,N/A,10,26.6,0,251.00,388.00,624.00,"",-10.40
723,TB,Devin Culp,TE,455.01,9,26.2,0,49.00,77.00,133.00,"Culp caught a TD last season, but he played only 56 snaps as a rookie. There's not much of a ceiling here, especially after the Bucs re-signed Cade Otton.",-10.50
724,PIT,DeShon Elliott,DB,N/A,5,28.9,0,239.00,363.00,539.00,"",-10.60
725,WAS,Javon Kinlaw,DL,N/A,12,28.5,0,146.00,223.00,322.00,"",-10.60
726,TEN,Oluwafemi Oladejo,LB,N/A,10,22.5,0,119.00,202.00,387.00,"",-10.60
727,ARI,Jordan Burch,DL,N/A,8,24.5,0,133.00,220.00,390.00,"",-10.70
728,UNS,Taysom Hill,TE,271.01,18,35.6,0,49.00,49.00,67.00,"Hill will turn 36 before next season and hits the offseason as a free agent. There's a chance he retires, but there's no fantasy value to find here, regardless.",-10.70
729,NO,Justin Reid,DB,N/A,11,29.2,0,243.00,370.00,548.00,"",-10.80
730,RK,Dallen Bentley,TE,N/A,18,22.3,0,44.00,80.00,156.00,"Bentley earned the starting job at Utah, going 48-620-6 this past season. A solid blocker with soft hands, he lacks starting TE upside but could contribute as a No. 2 TE.",-10.80
731,GB,Javon Bullard,DB,N/A,5,23.6,0,244.00,390.00,692.00,"",-11.60
732,LVR,Adam Butler,DL,N/A,8,32,0,131.00,169.00,251.00,"",-12.00
733,RK,Josiah Trotter,LB,N/A,18,21,0,179.00,309.00,621.00,"",-12.00
734,DAL,Kenny Clark,DL,N/A,10,30.5,0,131.00,181.00,254.00,"",-12.30
735,NO,Quincy Riley,DB,N/A,11,24.8,0,237.00,374.00,655.00,"",-12.40
736,PHI,Tariq Woolen,DB,N/A,9,26.9,0,227.00,352.00,581.00,"",-12.60
737,IND,Charvarius Ward,DB,N/A,11,29.9,0,231.00,343.00,487.00,"",-12.80
738,BUF,T.J. Sanders,DL,N/A,7,22.7,0,110.00,186.00,344.00,"",-12.90
739,SEA,Uchenna Nwosu,DL,N/A,8,29.3,0,203.00,274.00,382.00,"",-13.00
740,LAC,Teair Tart,DL,N/A,12,29.1,0,121.00,179.00,250.00,"",-13.00
741,ARI,Max Melton,DB,N/A,8,24,0,214.00,347.00,606.00,"",-13.00
742,ARI,BJ Ojulari,LB,N/A,8,24,0,109.00,183.00,328.00,"",-13.20
743,IND,Akeem Davis-Gaither,LB,N/A,11,28.5,0,176.00,268.00,407.00,"",-13.30
744,RK,Lake McRee,TE,369.04,18,23.6,0,16.00,26.00,46.00,"McRee spent his entire five-year career at USC and peaked in 2025, going for 30-450-4. McRee is a solid blocker and a soft hands catcher who was a reliable third-down option for the Trojans. He's a candidate to be drafted late on Day 3.",-13.40
745,IND,JT Tuimoloau,DL,N/A,11,22.9,0,102.00,174.00,331.00,"",-13.60
746,MIN,Isaiah Rodgers,DB,N/A,6,28.3,0,222.00,347.00,544.00,"",-13.60
747,DET,D.J. Wonnum,DL,N/A,8,28.4,0,119.00,171.00,239.00,"",-13.80
748,CHI,Grady Jarrett,DL,N/A,5,32.9,0,108.00,135.00,204.00,"",-14.00
749,NE,Craig Woodson,DB,N/A,14,25.1,0,225.00,362.00,624.00,"",-14.20
750,RK,Eli Raridon,TE,N/A,18,22.2,0,22.00,41.00,80.00,"Raridon stands to be a two-way TE at the next level with solid blocking skills showing development as a pass catcher as well. He won't be dynamic, but could stick on an NFL roster. ",-14.20
751,RK,Matthew Hibner,TE,367.06,18,24.1,0,21.00,35.00,62.00,"Hibner's size and quick feet make him a great blocking TE and a reliable red zone option. He went 31-436-4 at SMU last year and worked more downfield as the season went on.",-14.20
752,JAC,Ruke Orhorhoro,DL,N/A,8,24.5,0,103.00,170.00,301.00,"",-14.30
753,SF,Alfred Collins,DL,N/A,14,24.5,0,100.00,165.00,293.00,"",-14.30
754,NYG,Jevon Holland,DB,N/A,14,26.1,0,224.00,352.00,583.00,"",-14.40
755,RK,Josh Cuevas,TE,370.01,18,22.6,0,9.00,11.00,17.00,"Cuevas found his largest role on Alabama's offense in 2025, going for 37-411-4. He figures to be a primary blocking TE at 256 pounds, but Cuevas does offer some red zone upside with his contested catching ability. Expect him to be a Day 3 pick.",-14.50
756,RK,Keyshaun Elliott,LB,N/A,18,22.3,0,168.00,284.00,549.00,"",-14.60
757,NE,Andres Borregales,K,408.07,14,24.3,0,282.00,484.00,986.00,"",-14.70
758,LAR,Poona Ford,DL,N/A,8,30.4,0,131.00,181.00,254.00,"",-14.80
759,IND,Kenny Moore,DB,N/A,11,30.6,0,236.00,339.00,463.00,"",-14.90
760,JAC,Arik Armstead,DL,N/A,8,32.4,0,103.00,133.00,198.00,"",-15.10
761,NYJ,Jarvis Brownlee Jr.,DB,N/A,9,24.8,0,224.00,348.00,600.00,"",-15.20
762,RK,Riley Nowakowski,TE,N/A,18,24.2,0,15.00,17.00,26.00,"Nowakowski was overshadowed by the WRs at Indiana, but he was a reliable target for Fernando Mendoza. His 32-387-2 season in 2025 showcased strong blocking and great stick routes against zone coverage. Nowakowski is a do it all TE who should get drafted.",-15.30
763,RK,Will Kacmarek,TE,N/A,18,23.2,0,13.00,23.00,42.00,"Kacmarek played second fiddle to Max Klare at Ohio State, but he was just as reliable a target. A blocker first with long arms at 6'6, Kacmarek does have soft hands and is dependable underneath. He could make a roster.",-15.40
764,RK,Miles Kitselman,TE,N/A,18,23.5,0,11.00,18.00,34.00,"Kitselman started his career at Alabama before transferring to Tennessee. He had two solid seasons but brings more blocking prowess than receiving upside.",-15.40
765,ARI,Zaven Collins,DL,N/A,8,26.9,0,182.00,283.00,405.00,"",-15.50
766,RK,Bauer Sharp,TE,368.07,18,23.1,0,12.00,20.00,38.00,"Sharp was a high school QB who transitioned to TE at SE Louisiana. He transferred up to Oklahoma, then LSU, as he improved at the position. Sharp is still raw, going for 24-252-2 this past season.",-15.50
767,RK,Dae'Quan Wright,TE,366.11,18,22.5,0,12.00,20.00,38.00,"Wright has some upside as a pass catching TE who went 39-635-5 at Ole Miss this past season. He remains a bit stiff in his route running and can drop passes, but there is some upside.",-15.50
768,RK,Dan Villari,TE,367.09,18,23.8,0,13.00,21.00,38.00,"Villari started his college career as a QB at Michigan before transferring to Syracuse to play TE. Despite the team's poor QB play, Villari was a mainstay as a possession TE who can play in the slot and be a weapon. He also had 17 rushes for 55 yards and a TD this season. He could be a fantasy sleeper on the right team.",-15.50
769,RK,Max Bredeson,TE,N/A,18,23.5,0,12.00,20.00,38.00,"Bredeson likely will play a FB/H-Back role in the NFL which may make him unusable for fantasy. He is a blocker first who catches the occasional pass.",-15.60
770,JAC,Davon Hamilton,DL,N/A,8,29.2,0,114.00,169.00,235.00,"",-15.80
771,SEA,DeMarcus Lawrence,DL,N/A,8,33.9,0,71.00,95.00,168.00,"",-15.80
772,RK,Khalil Dinkins,TE,N/A,18,22.9,0,9.00,15.00,28.00,"Dinkins never really broke out for Penn State, but the athletic TE was a seam buster who could catch a long TD. He would be a developmental NFL prospect.",-15.90
773,RK,Jaren Kanak,TE,N/A,18,22.2,0,8.00,15.00,29.00,"Kanak only has one year of TE experience under his belt. He started his career as an LB before transitioning to TE in 2025. He went 44-533-0 despite the unfamiliarity with the position. Kanak has upside as he continues developing.",-15.90
774,SEA,Jarran Reed,DL,N/A,8,33.3,0,88.00,110.00,166.00,"",-16.00
775,RK,Seydou Traore,TE,N/A,18,23.7,0,9.00,15.00,26.00,"Traore peaked in 2022 for Arkansas State going 50-655-4, but he was a reliable receiving option for Mississippi State the last two years. Traore could be a deep sleeper since he pretty much played as a slot receiver throughout his college career.",-16.00
776,CHI,Tyrique Stevenson,DB,N/A,5,25.8,0,221.00,340.00,574.00,"",-16.50
777,WAS,Trey Amos,DB,N/A,12,24.1,0,213.00,339.00,599.00,"",-16.70
778,NO,Davon Godchaux,DL,N/A,11,31.4,0,88.00,117.00,164.00,"",-16.80
779,GB,Javon Hargrave,DL,N/A,5,33.2,0,78.00,98.00,148.00,"",-17.30
780,CHI,Kyler Gordon,DB,N/A,5,26.3,0,198.00,314.00,533.00,"",-17.40
781,LAC,Elijah Molden,DB,N/A,12,27.2,0,207.00,320.00,515.00,"",-17.40
782,NE,Carlton Davis,DB,N/A,14,29.3,0,203.00,316.00,472.00,"",-17.40
783,CHI,Cairo Santos,K,348.08,5,34.4,0,304.00,478.00,846.00,"",-17.60
784,TB,Alex Anzalone,LB,N/A,9,31.5,0,139.00,198.00,276.00,"",-17.60
785,ARI,Baron Browning,DL,N/A,8,27.2,0,169.00,264.00,377.00,"",-17.80
786,CLE,Denzel Ward,DB,N/A,9,28.9,0,206.00,318.00,473.00,"",-17.80
787,NYG,Greg Newsome,DB,N/A,14,25.9,0,199.00,316.00,536.00,"",-18.40
788,BUF,DeWayne Carter,DL,N/A,7,25.3,0,58.00,93.00,155.00,"",-19.00
789,CHI,Jaylon Johnson,DB,N/A,5,27,0,188.00,295.00,480.00,"",-19.60
790,ATL,A.J. Terrell,DB,N/A,5,27.5,0,178.00,277.00,432.00,"",-20.00
791,LVR,Taron Johnson,DB,N/A,8,29.7,0,196.00,292.00,414.00,"",-20.20
792,BAL,Jaylinn Hawkins,DB,N/A,7,28.6,0,190.00,289.00,429.00,"",-20.30
793,PIT,Jalen Ramsey,DB,N/A,5,31.4,0,194.00,276.00,383.00,"",-20.40
794,NE,Kevin Byard,DB,N/A,14,32.7,0,186.00,250.00,342.00,"",-20.90
795,RK,Harold Perkins Jr.,LB,N/A,18,21.6,0,131.00,222.00,428.00,"",-20.90
796,RK,Rueben Bain Jr.,DL,N/A,18,21.6,0,0.00,0.00,0.00,"",-21.40
797,RK,Taurean York,LB,N/A,18,20.8,0,124.00,214.00,432.00,"",-21.50
798,PIT,Jaquan Brisker,DB,N/A,5,26.9,0,188.00,291.00,468.00,"",-21.60
799,RK,Cashius Howell,DL,N/A,18,23,0,0.00,0.00,0.00,"",-21.60
800,PIT,Malik Harrison,LB,N/A,5,28.1,0,132.00,204.00,325.00,"",-21.60
801,RK,Akheem Mesidor,DL,N/A,18,25,0,0.00,0.00,0.00,"",-21.90
802,ARI,Garrett Williams,DB,N/A,8,24.8,0,160.00,248.00,428.00,"",-22.00
803,PIT,Cameron Heyward,DL,N/A,5,36.9,0,0.00,0.00,0.00,"",-22.10
804,RK,Bryce Boettcher,LB,N/A,18,23.8,0,131.00,211.00,383.00,"",-22.10
805,TB,Anthony Nelson,DL,N/A,9,29.1,0,147.00,198.00,276.00,"",-22.30
806,RK,Dani Dennis-Sutton,DL,N/A,18,22.3,0,0.00,0.00,0.00,"",-22.40
807,WAS,Bobby Wagner,LB,N/A,12,35.8,0,89.00,114.00,160.00,"",-22.40
808,RK,Jaishawn Barham,LB,N/A,18,22.2,0,123.00,207.00,400.00,"",-22.50
809,RK,Peter Woods,DL,N/A,18,21.1,0,0.00,0.00,0.00,"",-22.90
810,RK,Deontae Lawson,LB,N/A,18,23.2,0,122.00,202.00,378.00,"",-22.90
811,LAC,Cam Hart,DB,N/A,12,25.3,0,175.00,275.00,475.00,"",-23.10
812,RK,R Mason Thomas,DL,N/A,18,21.6,0,0.00,0.00,0.00,"",-23.10
813,RK,Keldric Faulk,DL,N/A,18,20.6,0,0.00,0.00,0.00,"",-23.50
814,NO,Charlie Smyth,K,457.08,11,24.8,0,262.00,448.00,892.00,"",-23.60
815,RK,Zion Young,DL,N/A,18,22.1,0,0.00,0.00,0.00,"",-23.70
816,RK,Malachi Lawrence,DL,N/A,18,22.7,0,0.00,0.00,0.00,"",-24.30
817,RK,Joshua Josephs,DL,N/A,18,22.3,0,0.00,0.00,0.00,"",-24.70
818,JAC,Jourdan Lewis,DB,N/A,8,30.6,0,171.00,245.00,335.00,"",-25.40
819,TB,David Walker,LB,N/A,9,25.8,0,108.00,179.00,273.00,"",-25.60
820,HOU,Sheldon Rankins,DL,N/A,6,32,0,0.00,0.00,0.00,"",-26.10
821,LAC,Dalvin Tomlinson,DL,N/A,12,32.1,0,0.00,0.00,0.00,"",-26.10
822,WAS,Charles Omenihu,DL,N/A,12,28.6,0,0.00,0.00,0.00,"",-26.10
823,UNS,D.J. Jones,DL,N/A,18,31.3,0,0.00,0.00,0.00,"",-26.10
824,UNS,Levi Onwuzurike,DL,N/A,18,28.1,0,0.00,0.00,0.00,"",-26.10
825,KC,Felix Anudike-Uzomah,DL,N/A,10,24.2,0,0.00,0.00,0.00,"",-26.10
826,ARI,Darius Robinson,DL,N/A,8,24.6,0,0.00,0.00,0.00,"",-26.10
827,LAC,Justin Eboigbe,DL,N/A,12,25,0,0.00,0.00,0.00,"",-26.10
828,ATL,Da'Shawn Hand,DL,N/A,5,30.4,0,0.00,0.00,0.00,"",-26.10
829,CHI,Shemar Turner,DL,N/A,5,23.3,0,0.00,0.00,0.00,"",-26.10
830,LVR,Jonah Laulu,DL,N/A,8,25.8,0,0.00,0.00,0.00,"",-26.10
831,MIN,Theo Jackson,DB,N/A,6,27.5,0,151.00,234.00,377.00,"",-27.40
832,RK,Jacob Rodriguez,LB,N/A,18,23.6,0,68.00,88.00,123.00,"",-27.60
833,LAC,Donte Jackson,DB,N/A,12,30.4,0,156.00,231.00,328.00,"",-28.20
834,JAC,Eric Murray,DB,N/A,8,32.3,0,139.00,195.00,266.00,"",-29.40
835,LAR,Harrison Mevis,K,443.07,8,24,0,230.00,394.00,803.00,"",-29.70
836,KC,Alohi Gilman,DB,N/A,10,28.6,0,103.00,156.00,232.00,"",-29.80
837,DEN,Jahdae Barron,DB,N/A,12,24.3,0,133.00,212.00,381.00,"",-30.00
838,NYJ,Demario Davis,LB,N/A,9,37.3,0,31.00,41.00,56.00,"",-30.30
839,BAL,Chidobe Awuzie,DB,N/A,7,30.8,0,130.00,186.00,254.00,"",-31.70
